The table shows the |V(S)| value for each algorithm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domains,Instance Name,Vertex,Edge,METIS_G,,,METIS_F,,,SPAC_G,,,SPAC_F,,,SHEEP_G,,,SHEEP_F,,,NE_G,,,NE_F,,,ParHS-BGEP,,
,,,,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s,10s,100s,1000s
misc,fd12,7500,28458,19581,19581,19581,19557,19557,19557,19099,19099,19099,19114,19114,19114,23547,23547,23547,23637,23637,23637,20300,20300,20300,20300,20300,20300,18158,17576,17213
misc,fd15,11532,44206,29690,29690,29690,29703,29703,29703,29348,29348,29348,29346,29346,29346,35877,35877,35877,35899,35899,35899,30920,30920,30920,30920,30920,30920,28333,27200,26640
misc,fd18,16428,63405,41926,41926,41926,41866,41866,41866,41148,41148,41148,41127,41127,41127,51658,51658,51658,51625,51614,51614,43798,43798,43798,43798,43798,43798,39933,38572,37624
misc,fe-4elt2,11143,32818,12584,12584,12584,12554,12554,12554,12889,12889,12889,12883,12883,12883,17757,17757,17757,18262,18262,18262,12713,12713,12713,12713,12713,12713,12478,12478,12478
misc,fe-body,44775,163734,46997,46997,46997,46940,46940,46940,47037,47037,47037,47036,47036,47036,60376,60376,60376,58862,58649,58649,48676,48676,48676,48666,48666,48666,46821,46811,46811
misc,FEM-3D-thermal1,17880,206430,25336,25336,25336,25715,25715,25715,27285,27285,27285,27273,27273,27273,35001,35001,35001,34877,34877,34877,27975,27975,27975,27975,27975,27975,24842,24758,24758
misc,FEM-3D-thermal2,47194,547046,60915,60915,60915,61776,61775,61775,108280,95464,95464,94257,91728,91149,89046,89046,89046,89254,89144,89144,70656,70656,70656,70656,70656,70656,60435,59759,59735
misc,fem-filter,74062,828572,92432,92432,92432,94947,94927,94927,93455,93455,93455,93436,93436,93434,287836,287836,287836,288742,287830,285540,93607,93607,93607,93607,93607,93607,92209,90837,89367
misc,fe-ocean,143437,409593,161442,161442,161442,161377,161377,161377,163190,163190,163190,163161,163161,163161,286359,285673,285673,287238,284841,284609,159604,159604,159604,159513,159513,159513,159489,159410,159329
misc,fe-rotor,99617,662431,113291,113291,113291,112871,112870,112869,116864,116864,116864,116736,116735,116735,261092,258647,258647,255583,253918,248505,114482,114482,114482,114447,114447,114447,112863,112581,112263
misc,fe-sphere,16386,49152,18584,18584,18584,18557,18557,18557,19240,19240,19240,19232,19232,19232,26643,26643,26643,26643,26643,26643,18639,18639,18639,18639,18639,18639,18420,18416,18416
misc,fe-tooth,78136,452591,89401,89401,89401,89255,89254,89253,89587,89587,89587,89520,89520,89520,214956,209249,209249,216743,215034,212267,90688,90688,90688,90636,90636,90636,89249,88898,88799
misc,filter2D,1668,4541,2164,2164,2164,2156,2156,2156,2250,2250,2250,2249,2249,2249,2775,2775,2775,2742,2742,2742,2203,2203,2203,2203,2203,2203,2113,2113,2113
misc,filter3D,106437,1300371,121480,121480,121480,121935,121934,121928,127064,127064,127064,126991,126991,126991,370928,362504,362504,371330,369938,369840,129970,129970,129970,129974,129971,129970,121284,120409,120331
misc,finan512,74752,261120,79296,79296,79296,79205,79205,79205,78992,78992,78992,78965,78965,78965,114521,114521,114521,114832,114832,114832,90518,90518,90518,90518,90518,90518,78764,78523,78522
misc,finance256,37376,130560,41791,41791,41791,41736,41736,41736,41381,41381,41381,41246,41246,41246,57434,57434,57434,57386,57386,57386,47888,47888,47888,47888,47888,47888,41104,41088,41087
misc,flickr,761833,1606094,1041426,1017953,1017953,1029011,1017200,1017192,1025951,1018883,1018883,1028392,1018719,1018718,1302832,1288562,1242017,1304181,1222902,1203066,1044489,1044489,1044489,1044488,1044488,1044488,1026515,1010648,1004077
misc,flickrEdges,105938,2316948,391353,284087,284087,396384,275089,273064,307736,305966,305966,306066,303272,303234,426229,425935,425935,428667,428527,428196,252759,252759,252759,252759,252759,252759,252742,252672,252160
misc,flickr-groupmemberships,395979,8537703,2831993,1252888,1172530,2876243,1679254,1143573,1643403,1518858,1482299,1645729,1458604,1453567,1611745,1611745,1611745,1611762,1611651,1611561,1085767,1085767,1085767,1085767,1085767,1085767,1085767,1085767,1084749
misc,flickr-links,243600,1817934,574877,351751,351751,631166,350355,350317,643146,611464,611464,649773,611140,610968,334024,334024,334024,334024,334024,334024,350929,350929,350929,350929,350929,350929,334024,334012,326684
misc,flower-4-4,7366,16466,11903,11903,11903,11886,11886,11886,11289,11289,11289,11289,11289,11289,14253,14253,14253,14239,14239,14239,12889,12889,12889,12889,12889,12889,11068,10970,10969
misc,flower-5-4,19947,43942,29675,29675,29675,29669,29669,29669,29073,29073,29073,29072,29072,29072,37142,37142,37142,37162,37162,37162,31044,31044,31044,31044,31044,31044,28744,28367,28108
misc,flower-7-4,95286,202218,122562,122562,122562,122566,122559,122559,126004,126004,126004,125985,125984,125984,161874,161874,161874,161921,161921,161921,134733,134733,134733,134733,134733,134733,122105,120356,117241
misc,flower-8-4,180442,375266,220604,220604,220604,220681,220649,220649,225999,225999,225999,226008,226000,225998,296437,296437,296437,296125,296125,296125,249532,249532,249532,249532,249532,249532,220433,218524,214773
misc,flowmeter0,9669,28861,11166,11166,11166,11150,11150,11150,11502,11502,11502,11497,11497,11497,12808,12808,12808,12798,12798,12798,11246,11246,11246,11246,11246,11246,11069,11069,11069
misc,flowmeter5,9669,28861,11166,11166,11166,11150,11150,11150,11502,11502,11502,11497,11497,11497,12808,12808,12808,12798,12798,12798,11249,11249,11249,11238,11238,11238,11072,11072,11069
misc,foldoc,13356,91471,33264,33264,33264,32768,32746,32740,32339,32339,32339,32243,32238,32238,53071,53071,53071,55246,55020,54999,32184,32184,32184,32184,32184,32184,31213,29786,29228
misc,fome11,36602,71264,49275,49275,49275,49257,49257,49257,49609,49609,49609,49607,49606,49606,58182,58182,58182,57916,57889,57889,52422,52422,52422,52421,52421,52421,48612,47617,46965
misc,fome12,73204,142528,93390,93390,93390,93355,93355,93355,93250,93250,93250,93245,93245,93245,108140,108140,108140,108672,108606,108606,97430,97430,97430,97390,97390,97390,92321,91322,89779
misc,fome13,146408,285056,175302,175302,175302,175252,175239,175239,174236,174236,174236,174204,174192,174192,202138,202138,202138,203582,203284,203227,180591,180591,180591,180591,180591,180591,173827,171955,170284
misc,fome20,141973,232647,156013,156013,156013,156005,155998,155998,154632,154632,154632,154632,154632,154632,184839,184839,184839,183712,183607,183607,168620,168620,168620,168579,168579,168579,154528,154378,154127
misc,fome21,283946,465294,306334,306334,306334,306325,306324,306324,303075,303075,303075,303075,303075,303075,348197,348197,348197,348678,347879,347879,327811,327811,327811,327741,327741,327741,303021,302748,302349
misc,ford1,18728,41424,20286,20286,20286,20283,20283,20283,20257,20257,20257,20257,20257,20257,23514,23514,23514,23515,23515,23515,20782,20782,20782,20782,20782,20782,20165,20163,20163
misc,ford2,100196,222246,104140,104140,104140,104134,104134,104134,104036,104036,104036,104029,104029,104029,113937,113937,113937,113611,113605,113605,106614,106614,106614,106588,106588,106588,103901,103801,103787
misc,fp,7548,522467,80482,80482,80482,22142,21846,21837,29504,29504,29504,25538,25538,25538,50475,50475,50475,47587,47424,47424,16992,16992,16992,17016,17016,16992,16980,16949,16949
misc,fpga-trans-02,1220,3114,1635,1635,1635,1616,1616,1616,1566,1566,1566,1565,1565,1565,1624,1624,1624,1616,1616,1616,1639,1639,1639,1638,1638,1638,1556,1554,1554
misc,Franz10,23752,97508,50699,50699,50699,50748,50738,50738,47899,47899,47899,47887,47886,47886,50209,50209,50209,50340,50282,50282,47958,47958,47958,47957,47957,47957,46147,44575,43379
misc,Franz11,77248,329728,149756,149756,149756,149019,148939,148939,160578,160578,160578,160561,160555,160552,200660,200660,200660,200632,200632,200632,169845,169845,169845,169845,169845,169845,146704,144555,134359
misc,Franz2,8512,21504,14027,14027,14027,14024,14024,14024,14308,14308,14308,14300,14300,14300,16791,16791,16791,16900,16900,16900,14180,14180,14180,14180,14180,14180,13404,13198,13111
misc,Franz4,12036,46528,27337,27337,27337,27314,27309,27309,25700,25700,25700,25695,25694,25694,31068,31068,31068,31018,31018,31018,27071,27071,27071,27071,27071,27071,25274,25133,25133
misc,Franz5,10264,44056,23281,23281,23281,23045,23045,23045,21175,21175,21175,21131,21131,21131,23058,23058,23058,23049,23049,23049,22610,22610,22610,22610,22610,22610,20599,20437,20393
misc,Franz6,10592,45456,26382,26382,26382,26329,26329,26329,23391,23391,23391,23377,23377,23377,27428,27428,27428,27416,27416,27416,26602,26602,26602,26602,26602,26602,22726,22456,22366
misc,Franz7,11900,40424,27058,27058,27058,27098,27090,27090,20166,20166,20166,20166,20166,20166,26393,26393,26393,26413,26398,26398,23534,23534,23534,23534,23534,23534,19708,19520,19427
misc,Franz8,23904,100368,54974,54974,54974,55034,55018,55018,50587,50587,50587,50577,50577,50576,55293,55293,55293,55255,55255,55255,53545,53545,53545,53545,53545,53545,50041,49469,49152
misc,Franz9,23752,97508,50804,50804,50804,51090,51063,51063,44110,44110,44110,44080,44080,44077,50167,50167,50167,50183,50183,50183,46861,46861,46861,46861,46861,46861,43254,42478,42422
misc,fs-EAT-SR,23218,304934,91767,91767,91767,87913,87904,87897,113820,113820,113820,113340,113339,113339,159613,159613,159613,159063,159056,159056,82236,82236,82236,82236,82236,82236,82214,82122,81983
misc,fs-FA,10617,63788,27383,27383,27383,26780,26777,26777,33529,33529,33529,34067,34057,33933,45167,45167,45167,45543,45543,45543,26937,26937,26937,26937,26937,26937,26650,26284,26284
misc,fv1,9604,37830,11438,11438,11438,11420,11420,11420,11969,11969,11969,11965,11965,11965,15428,15428,15428,15427,15427,15427,11565,11565,11565,11565,11565,11565,11325,11325,11325
misc,fv2,9801,38612,11634,11634,11634,11623,11623,11623,12115,12115,12115,12108,12108,12108,15711,15711,15711,15708,15708,15708,11876,11876,11876,11876,11876,11876,11507,11503,11497
misc,fv3,9801,38612,11634,11634,11634,11623,11623,11623,12115,12115,12115,12108,12108,12108,15711,15711,15711,15708,15708,15708,11840,11840,11840,11825,11825,11825,11507,11507,11507
misc,fxm2-16,11235,32972,12127,12127,12127,12096,12096,12096,12095,12095,12095,12067,12067,12067,14413,14413,14413,14313,14313,14313,12996,12996,12996,12940,12940,12940,12003,11980,11970
misc,fxm2-6,4365,12812,5459,5459,5459,5439,5439,5439,5347,5347,5347,5343,5343,5343,6812,6812,6812,6912,6912,6912,5650,5650,5650,5650,5650,5650,5250,5241,5241
misc,fxm3-16,126915,392252,128983,128983,128983,128983,128983,128983,128422,128422,128422,128423,128423,128423,151680,151635,151635,165096,151271,148701,139364,139364,139364,139247,139247,139247,128398,128394,128384
misc,fxm3-6,5026,44500,6551,6551,6551,6421,6420,6420,6348,6348,6348,6186,6186,6186,11883,11883,11883,14053,11386,11386,6683,6683,6683,6683,6683,6683,6177,6177,6177
misc,fxm4-6,69585,265442,70986,70986,70986,70967,70963,70963,70690,70690,70690,70657,70657,70657,112949,112619,112619,125820,86051,86051,79242,79242,79242,79247,79247,79247,70511,70464,70455
misc,G22,2000,19990,12134,12134,12134,12048,12048,12048,12795,12795,12795,12873,12873,12873,16995,16995,16995,16725,16718,16718,11314,11314,11314,11314,11314,11314,10387,10221,10132
misc,G23,2000,19990,12187,12187,12187,12117,12117,12117,12744,12744,12744,12829,12829,12829,17237,17237,17237,16701,16701,16701,11272,11272,11272,11272,11272,11272,10384,10149,10061
misc,G24,2000,19990,12248,12248,12248,12130,12130,12130,12761,12761,12761,12910,12910,12910,16896,16896,16896,16584,16559,16559,11282,11282,11282,11282,11282,11282,10364,10177,10086
misc,G25,2000,19990,12120,12120,12120,12087,12087,12087,12777,12777,12777,12895,12895,12895,17350,17350,17350,16867,16867,16867,11281,11281,11281,11281,11281,11281,10354,10165,10044
misc,G26,2000,19990,12184,12184,12184,12073,12073,12073,12789,12789,12789,12815,12793,12793,17087,17087,17087,16811,16811,16811,11271,11271,11271,11271,11271,11271,10318,10104,10013
misc,G27,2000,19990,12134,12134,12134,12048,12048,12048,12795,12795,12795,12873,12873,12873,16995,16995,16995,16725,16718,16718,11272,11272,11272,11272,11272,11272,10356,10172,10067
misc,G28,2000,19990,12158,12158,12158,12079,12079,12079,12787,12787,12787,12875,12875,12875,17154,17154,17154,16819,16819,16819,11278,11278,11278,11278,11278,11278,10328,10129,10054
misc,G29,2000,19990,12248,12248,12248,12130,12130,12130,12761,12761,12761,12910,12910,12910,16896,16896,16896,16584,16559,16559,11245,11245,11245,11245,11245,11245,10360,10142,10033
misc,G2-circuit,150102,288286,158121,158121,158121,158109,158109,158109,158310,158310,158310,158304,158304,158304,215318,215318,215318,215340,215340,215340,160350,160350,160350,160350,160350,160350,158011,157786,157625
misc,G30,2000,19990,12120,12120,12120,12087,12087,12087,12777,12777,12777,12895,12895,12895,17350,17350,17350,16867,16867,16867,11267,11267,11267,11267,11267,11267,10385,10176,10082
misc,G31,2000,19990,12184,12184,12184,12073,12073,12073,12789,12789,12789,12815,12793,12793,17087,17087,17087,16811,16811,16811,11339,11339,11339,11339,11339,11339,10346,10138,10058
misc,G3-circuit,165467,246869,169251,169251,169251,169251,169251,169251,195841,186798,186798,180653,179314,179314,173107,173107,173107,172313,172313,172313,170090,170090,170090,170090,170090,170090,169183,169148,169109
misc,g3rmt3m3,5357,101169,8072,8072,8072,8187,8187,8187,8475,8475,8475,8449,8449,8449,10785,10785,10785,10918,10918,10918,8012,8012,8012,8012,8012,8012,7820,7820,7818
misc,G56,4969,12498,11370,11370,11370,11372,11372,11372,11178,11178,11178,11177,11177,11177,11976,11976,11976,11985,11985,11985,11341,11341,11341,11341,11341,11341,10533,10245,10092
misc,G58,5000,29570,13216,13216,13216,13051,13045,13045,16277,16277,16277,16003,15946,15946,19833,19833,19833,19869,19869,19869,13123,13123,13123,13123,13123,13123,12851,12846,12846
misc,G59,5000,29570,13216,13216,13216,13051,13045,13045,16277,16277,16277,16003,15946,15946,19833,19833,19833,19869,19869,19869,13098,13098,13098,13098,13098,13098,12586,12378,12296
misc,G60,6957,17148,15619,15619,15619,15612,15612,15612,15366,15366,15366,15361,15361,15361,16351,16351,16351,16360,16360,16360,15595,15595,15595,15595,15595,15595,14652,14244,13990
misc,G61,6957,17148,15619,15619,15619,15612,15612,15612,15366,15366,15366,15361,15361,15361,16351,16351,16351,16360,16360,16360,15621,15621,15621,15621,15621,15621,14665,14194,13978
misc,G62,7000,14000,8345,8345,8345,8341,8341,8341,8341,8341,8341,8341,8341,8341,10208,10208,10208,10171,10171,10171,8201,8201,8201,8201,8201,8201,8130,8130,8130
misc,G63,7000,41459,18547,18547,18547,18312,18312,18312,22396,22396,22396,22124,22021,22021,27313,27313,27313,27111,27111,27111,18256,18256,18256,18256,18256,18256,17932,17781,17781
misc,G64,7000,41459,18547,18547,18547,18312,18312,18312,22396,22396,22396,22124,22021,22021,27313,27313,27313,27111,27111,27111,18193,18193,18193,18193,18193,18193,17864,17826,17826
misc,G65,8000,16000,9428,9428,9428,9426,9426,9426,9447,9447,9447,9445,9445,9445,12760,12760,12760,12760,12760,12760,9311,9311,9311,9283,9283,9283,9191,9162,9134
misc,G66,9000,18000,10494,10494,10494,10491,10491,10491,10523,10523,10523,10522,10522,10522,14938,14938,14938,14938,14938,14938,10361,10361,10361,10357,10357,10357,10262,10220,10196
misc,G67,10000,20000,11586,11586,11586,11583,11583,11583,11628,11628,11628,11628,11628,11628,15924,15924,15924,15924,15924,15924,11470,11470,11470,11460,11460,11460,11373,11327,11278
misc,g7jac010,2880,16160,5273,5273,5273,5160,5160,5160,5243,5243,5243,5230,5230,5230,8312,8312,8312,8013,8013,8013,5245,5245,5245,5245,5245,5245,4952,4932,4922
misc,g7jac010sc,2880,16160,5273,5273,5273,5160,5160,5160,5243,5243,5243,5230,5230,5230,8312,8312,8312,8013,8013,8013,5206,5206,5206,5206,5206,5206,5022,5021,5021
misc,g7jac020,5850,38390,9921,9921,9921,9745,9745,9745,9722,9722,9722,9674,9674,9674,18395,18395,18395,18535,18493,18480,10069,10069,10069,10069,10069,10069,9341,9341,9341
misc,g7jac020sc,5850,38390,9921,9921,9921,9745,9745,9745,9722,9722,9722,9674,9674,9674,18395,18395,18395,18535,18493,18480,10189,10189,10189,10189,10189,10189,9339,9339,9339
misc,g7jac040,11790,100396,18866,18866,18866,18652,18647,18647,18269,18269,18269,18163,18161,18161,45256,45256,45256,44266,44266,44266,19811,19811,19811,19811,19811,19811,17754,17626,17626
misc,g7jac040sc,11790,100396,18866,18866,18866,18652,18647,18647,18269,18269,18269,18163,18161,18161,45256,45256,45256,44266,44266,44266,19440,19440,19440,19440,19440,19440,17770,17637,17633
misc,g7jac050sc,14760,140115,22924,22924,22924,22845,22841,22837,22717,22717,22717,22517,22515,22515,52037,52037,52037,53813,53243,53140,24088,24088,24088,24088,24088,24088,22100,21815,21694
misc,g7jac060,17730,181841,27011,27011,27011,27001,26998,26987,26865,26865,26865,26721,26719,26717,62894,62894,62894,62908,62424,62094,28798,28798,28798,28782,28782,28782,26375,26004,25930
misc,g7jac060sc,17730,181841,27011,27011,27011,27001,26998,26987,26865,26865,26865,26721,26719,26717,62894,62894,62894,62908,62424,62094,29187,29187,29187,29181,29181,29181,26369,26025,25973
misc,g7jac080,23670,265301,35192,35192,35192,35015,35004,34993,34835,34835,34835,34607,34605,34605,91989,91989,91989,92358,92315,92315,37263,37263,37263,37261,37261,37261,34301,33796,33681
misc,g7jac080sc,23670,265301,35192,35192,35192,35015,35004,34993,34835,34835,34835,34607,34605,34605,91989,91989,91989,92358,92315,92315,36769,36769,36769,36769,36769,36769,34264,33812,33747
misc,g7jac100,29610,348761,43177,43177,43177,42835,42810,42806,42654,42654,42654,42364,42266,42265,109476,109476,109476,109921,109001,109001,47925,47925,47925,47925,47925,47925,42143,41588,41507
misc,g7jac100sc,29610,348761,43177,43177,43177,42835,42810,42806,42654,42654,42654,42363,42266,42265,109476,109476,109476,109919,109001,109001,46508,46508,46508,46508,46508,46508,42109,41586,41482
misc,g7jac120,35550,432221,51393,51393,51393,50903,50819,50798,50129,50129,50129,50045,50022,50021,122051,122051,122051,128315,124454,123941,55917,55917,55917,55916,55916,55916,49711,49028,48851
