Family,Instance Name,METIS,,,,,,,,,SPAC,,,,,,,,,SHEEP,,,,,,,,,NE,,,,,,,,
,,Block,,,MaxFlow,,,My,,,Block,,,MaxFlow,,,My,,,Block,,,MaxFlow,,,My,,,Block,,,MaxFlow,,,My,,
,,Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s),Best vertices (10s),Best vertices (100s),Best vertices (1000s)
heter,actor,3635434,3635434,1541564,3635483,3635483,1565444,3635434,3635434,1502313,2162782,2162782,1713181,2162782,2162782,1733174,2162782,2162782,1740344,3203330,3203087,3203087,3203330,3201034,3200853,3203330,3202972,3202972,1449327,1449204,1449204,1449210,1449204,1449204,1449327,1449327,1440533
heter,bibsonomy,1634456,1188732,1188732,1634446,1184335,1182628,1634456,1634456,1186309,1306984,1210472,1210472,1306982,1211900,1211591,1306984,1306984,1200265,1317369,1316937,1316937,1316767,1316617,1316595,1317369,1316140,1316140,1327289,1327289,1327289,1327289,1327283,1327283,1327292,1327292,1302880
heter,citeulike-u2p-u2t,1126231,993054,993054,1126229,991312,991300,1126231,1126231,990271,1029933,1013397,1013397,1014015,1013511,1013493,1029933,1029933,1007453,1024623,1024623,1024623,1024624,1024624,1024623,1024623,1024623,1024623,994885,994885,994885,994885,994885,994885,994885,994885,994885
heter,dbpedia,690304,577319,577319,690310,577571,577410,690304,690304,575596,623674,590135,590135,592716,590881,590844,623674,623674,587616,549532,549532,549532,549532,549532,549532,549532,549532,549532,588225,588225,588225,588225,588225,588225,588225,588225,588225
heter,digg,1554733,1554733,613262,1554736,682959,633125,1554733,1554733,610326,722539,627003,627003,722538,631977,630708,722539,722539,616879,734691,734641,734641,734501,734087,733942,734691,734201,734201,588358,588358,588358,588358,588358,588358,588361,588331,588331
heter,epinions,5067373,5067373,1555110,5067355,5067355,1503658,5067373,5067373,1532921,1848202,1848202,1693039,1848199,1696075,1695066,1848202,1848202,1636855,1687644,1687561,1687561,1687625,1687373,1687226,1687644,1687644,1686820,1474266,1474266,1474266,1474266,1474266,1474266,1474266,1474266,1474266
heter,movielens-10m,2044164,2044164,370188,2044154,2044154,395775,2044164,2044164,365841,377538,351900,351900,377536,351101,347648,377538,377538,348013,533218,533141,533141,533194,532110,530751,533218,533174,533174,326081,326081,326081,326081,326081,326081,326082,326059,326059
heter,movielens-10m-noRatings,64212,64212,64212,63201,63191,63191,109682,63236,63236,70056,70056,70056,70362,70344,70261,83929,68110,68110,80989,80989,80989,80789,80789,80789,80059,80059,80059,60542,60542,60542,60542,60542,60542,60534,60534,60534
heter,visualize-us,1551013,1551013,870006,1551007,864277,864234,1551013,1551013,870041,1040436,907745,907745,1040437,910367,910281,1040436,1040436,889801,913231,913071,913071,912691,912540,912529,913231,912527,912527,842430,842430,842430,842431,842430,842430,842440,842440,837155
heter,yahoo-msg,266181,172262,172262,169860,169857,169848,266181,266181,168865,301723,224889,224889,225027,224689,224689,301723,301723,218709,346872,346872,346872,345496,345496,345496,347584,330342,330342,177615,177615,177615,177617,177617,177617,177623,177256,177256
ia,ia-dbpedia-team-bi,422004,422004,422004,489234,420964,420964,489236,489236,419734,461712,442380,442380,461712,442512,442512,461712,461712,438572,475667,475667,475667,475532,475524,475524,475796,470009,470009,450134,450134,450134,450134,450134,450134,450136,447188,447188
ia,ia-email-EU,38088,38088,38088,38084,38084,38083,37955,37955,37955,39169,39169,39169,39319,39314,39279,39226,39226,39226,40715,40715,40715,40629,40629,40629,40430,40430,40430,38418,38418,38418,38418,38418,38418,38406,38406,38406
ia,ia-email-univ,2855,2855,2855,2822,2822,2822,2860,2860,2860,2957,2957,2957,2960,2960,2960,2950,2950,2950,4004,4004,4004,3797,3797,3797,3910,3910,3910,2808,2808,2808,2808,2808,2808,2808,2808,2808
ia,ia-enron-large,51886,51886,51886,50616,50615,50613,50868,50868,50868,55453,55453,55453,56121,56120,56116,54951,54951,54951,75810,75810,75810,75810,75810,75810,75810,75810,75810,51162,51162,51162,51161,51161,51161,51154,51154,51154
ia,ia-escorts-dynamic,23543,23543,23543,23333,23311,23309,23275,23275,23275,24178,24178,24178,24226,24226,24221,23649,23649,23649,30699,30699,30699,30758,30758,30758,28087,28087,28087,23120,23120,23120,23120,23120,23120,23120,23120,23120
ia,ia-fb-messages,4044,4044,4044,3944,3944,3944,4024,4024,4024,4267,4267,4267,4301,4301,4301,4181,4181,4181,5288,5288,5288,5201,5201,5201,4883,4883,4883,3732,3732,3732,3732,3732,3732,3732,3732,3732
ia,ia-frwikinews-user-edits,28791,28791,28791,28760,28751,28747,28695,28695,28695,29035,29035,29035,29054,29054,29053,28882,28882,28882,27599,27599,27599,27599,27599,27599,27599,27599,27599,48133,48133,48133,48138,48136,48136,48106,48106,48106
ia,ia-reality,7309,7309,7309,7319,7319,7319,7303,7303,7303,7267,7267,7267,7266,7266,7266,7267,7267,7267,7402,7402,7402,7417,7417,7417,7396,7396,7396,7439,7439,7439,7439,7439,7439,7430,7430,7430
ia,ia-wikiquote-user-edits,119406,119406,119406,118754,118750,118749,156360,119016,119016,121005,121005,121005,121217,121217,121177,132581,119856,119856,118830,118830,118830,118830,118830,118829,118830,118830,118830,139566,139566,139566,139578,139578,139578,139577,139577,139577
ia,ia-wiki-Talk,163226,163226,163226,254218,161285,161283,254219,160781,160781,170303,170303,170303,171321,171241,171241,193180,167571,167571,195615,195615,195615,195191,195173,195173,195725,192462,192462,154721,154721,154721,154721,154721,154721,154721,154721,154721
ia,ia-wiki-trust-dir,336144,203865,203865,200361,200331,200318,336144,336144,201393,237471,237471,237471,237498,237454,237410,304382,304382,224086,296210,296210,296210,295968,295959,295954,296089,296089,296089,203744,203744,203744,203744,203744,203744,203733,203733,203733
misc,144,167808,167808,167808,167689,167689,167689,185459,167438,167438,170299,170299,170299,186080,169954,169952,186080,169189,169189,705136,682143,682143,702157,702029,697093,705136,705136,241134,172599,172599,172599,172593,172593,172593,172593,172593,172593
misc,162bit,22731,22731,22731,22366,22349,22343,22290,22290,22290,22741,22741,22741,22770,22767,22745,22531,22531,22531,26345,26345,26345,26186,26178,26159,23555,23555,23555,20746,20746,20746,20746,20746,20746,20746,20746,20746
misc,176bit,45664,45664,45664,45264,45249,45142,44636,44636,44636,45864,45864,45864,45960,45955,45896,45251,45251,45251,53771,53771,53771,53402,53401,53392,47205,47205,47205,41562,41562,41562,41562,41562,41562,41562,41562,41562
misc,192bit,80020,80020,80020,79627,79608,79575,117009,78367,78367,79893,79893,79893,80183,80168,80163,79013,79013,79013,93447,93447,93447,93161,93065,93060,80452,80452,80452,72571,72571,72571,72571,72571,72571,72571,72571,72571
misc,208bit,142581,142581,142581,141407,141348,141330,219833,138893,138893,140855,140855,140855,141220,141211,141207,156471,139068,139068,166768,166768,166768,166407,166385,166385,168273,143996,143996,128471,128471,128471,128471,128471,128471,128466,128466,128466
misc,2cubes-sphere,124998,124998,124998,123836,123821,123813,148025,124370,124370,126465,126465,126465,132450,126403,126401,132450,125885,125885,270372,270372,270372,282192,281686,275997,282819,157541,157541,128660,128660,128660,128660,128660,128585,128660,128660,128660
misc,2D-27628-bjtcai,31658,31658,31658,31693,31690,31690,31616,31616,31616,32163,32163,32163,32160,32160,32160,31941,31941,31941,39115,39115,39115,39018,39018,39018,38356,38356,38356,31725,31725,31725,31725,31725,31725,31725,31725,31725
misc,2D-54019-highK,59793,59793,59793,59898,59892,59892,59706,59706,59706,61454,61454,61454,61433,61433,61433,61064,61064,61064,82861,82861,82861,83671,83671,83671,80859,80859,80859,60435,60435,60435,60437,60437,60437,60437,60437,60437
misc,3D-28984-Tetra,39467,39467,39467,39761,39708,39693,39120,39120,39120,40926,40926,40926,40922,40922,40922,40435,40435,40435,63836,63836,63836,63928,63928,63928,63727,63727,63727,39227,39227,39227,39224,39224,39224,39217,39217,39217
misc,3D-51448-3D,66933,66933,66933,67467,67393,67385,66348,66348,66348,69255,69255,69255,69259,69259,69259,68708,68708,68708,108265,108265,108265,108422,108422,108416,107094,107094,107094,65862,65862,65862,65862,65830,65829,65850,65850,65850
misc,3dtube,61950,61950,61950,65799,65799,65728,89156,61709,61709,70379,70379,70379,75195,70331,70331,75195,69635,69635,128768,128768,128768,128820,128820,128776,131321,128595,128595,70476,70476,70476,70476,70476,70476,70476,70476,70476
misc,598a,128601,128601,128601,141621,128419,128419,141621,128394,128394,129505,129505,129505,129277,129275,129275,142151,128964,128964,555618,538544,538544,554499,552245,528402,555618,452491,452491,129831,129831,129831,129831,129831,129831,129829,129829,129829
misc,a0nsdsil,81626,81626,81626,81648,81648,81648,81349,81349,81349,80582,80582,80582,80583,80583,80583,80548,80548,80548,80692,80692,80692,80699,80699,80699,80484,80484,80484,114843,114843,114843,114843,114843,114843,114843,114843,114843
misc,a2nnsnsl,81609,81609,81609,81602,81602,81601,81341,81341,81341,80582,80582,80582,80582,80582,80582,80561,80561,80561,80993,80993,80993,80963,80961,80958,80952,80952,80952,112657,112657,112657,112657,112657,112657,112650,112650,112650
misc,a5esindl,60334,60334,60334,60335,60334,60334,60280,60280,60280,60282,60282,60282,60282,60282,60282,60262,60262,60262,60454,60454,60454,60451,60451,60451,60240,60240,60240,84644,84644,84644,84644,84644,84644,84176,84176,84176
misc,aa01,19224,19224,19224,18702,18694,18693,18545,18545,18545,17448,17448,17448,17458,17455,17455,17252,17252,17252,23423,23423,23423,23427,23427,23427,21769,21769,21769,20611,20611,20611,20611,20611,20611,20312,20312,20312
misc,aa03,19265,19265,19265,18875,18863,18856,18643,18643,18643,16991,16991,16991,16989,16986,16986,16872,16872,16872,22798,22798,22798,22801,22801,22801,21410,21410,21410,20781,20781,20781,20781,20781,20781,19993,19993,19993
misc,aa3,19265,19265,19265,18875,18863,18856,18643,18643,18643,16991,16991,16991,16989,16986,16986,16872,16872,16872,22798,22798,22798,22801,22801,22801,21410,21410,21410,20719,20719,20719,20719,20719,20719,20209,20209,20209
misc,aa4,15951,15951,15951,15603,15582,15579,15382,15382,15382,14216,14216,14216,14216,14216,14216,14029,14029,14029,16501,16501,16501,16501,16501,16501,16233,16233,16233,15862,15862,15862,15862,15862,15862,15687,15687,15687
misc,aa5,18213,18213,18213,18009,18000,17997,17745,17745,17745,16484,16484,16484,16501,16499,16499,16366,16366,16366,21628,21628,21628,21627,21627,21627,20433,20433,20433,19832,19832,19832,19832,19832,19832,19376,19376,19376
misc,aa6,16062,16062,16062,15820,15808,15805,15685,15685,15685,14360,14360,14360,14364,14364,14364,14197,14197,14197,18052,18052,18052,18053,18053,18053,17137,17137,17137,16845,16845,16845,16845,16845,16845,16508,16508,16508
misc,ABACUS-shell-hd,26203,26203,26203,26199,26199,26199,26082,26082,26082,27152,27152,27152,27144,27144,27144,26723,26723,26723,30770,30770,30770,30778,30778,30778,30792,30792,30792,26606,26606,26606,26599,26599,26599,26606,26606,26606
misc,ABACUS-shell-ld,26203,26203,26203,26199,26199,26199,26082,26082,26082,27152,27152,27152,27144,27144,27144,26723,26723,26723,30770,30770,30770,30778,30778,30778,30792,30792,30792,26627,26627,26627,26627,26627,26627,26625,26625,26625
misc,ABACUS-shell-md,26203,26203,26203,26199,26199,26199,26082,26082,26082,27152,27152,27152,27144,27144,27144,26723,26723,26723,30770,30770,30770,30778,30778,30778,30792,30792,30792,26907,26907,26907,26907,26907,26907,26895,26895,26895
misc,ABACUS-shell-ud,26203,26203,26203,26199,26199,26199,26082,26082,26082,27152,27152,27152,27144,27144,27144,26723,26723,26723,30770,30770,30770,30778,30778,30778,30792,30792,30792,26652,26652,26652,26652,26652,26652,26652,26652,26652
misc,abtaha1,22864,22864,22864,22586,22584,22581,22897,22897,22897,20935,20935,20935,20945,20945,20945,20751,20751,20751,20733,20733,20733,20733,20733,20733,20733,20733,20733,21521,21521,21521,21521,21521,21521,21521,21521,21521
misc,abtaha2,54216,54216,54216,53279,53279,53279,53886,53886,53886,49338,49338,49338,49340,49340,49340,49101,49101,49101,49406,49406,49406,49406,49406,49406,49406,49406,49406,49809,49809,49809,49809,49809,49809,49809,49809,49809
misc,actor-collaboration,601672,192292,192292,601668,601668,192603,601672,601672,185254,320017,257497,257497,320017,257783,257105,320017,320017,255269,412976,412500,412500,412070,411889,411762,412976,412374,412374,156344,156344,156344,156344,156344,156344,156401,156189,156189
misc,actor-movie,967115,691657,691657,967118,682955,682929,967115,967115,676161,830842,715088,715088,830842,717255,717255,830842,830842,701557,1104114,1100420,1100420,1102417,1102149,1102018,1104114,1104114,839109,700152,700152,700152,700150,700150,700150,700152,700152,700152
misc,add20,3393,3393,3393,3315,3315,3315,3380,3380,3380,3328,3328,3328,3315,3315,3315,3338,3338,3338,3231,3231,3231,3256,3256,3256,3228,3228,3228,3270,3270,3270,3272,3272,3272,3270,3270,3270
misc,add32,5150,5150,5150,5140,5140,5140,5150,5150,5150,5213,5213,5213,5213,5213,5213,5213,5213,5213,5353,5353,5353,5370,5370,5370,5306,5306,5306,5265,5265,5265,5265,5265,5265,5265,5265,5265
misc,adder-dcop-01,2497,2497,2497,2502,2502,2502,2496,2496,2496,2606,2606,2606,2607,2607,2607,2619,2619,2619,2476,2476,2476,2507,2507,2507,2479,2479,2479,2599,2599,2599,2598,2598,2598,2596,2596,2596
misc,adder-dcop-02,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2573,2573,2573,2573,2573,2573,2573,2573,2573
misc,adder-dcop-03,2493,2493,2493,2496,2496,2496,2490,2490,2490,2653,2653,2653,2656,2656,2656,2650,2650,2650,2472,2472,2472,2479,2479,2479,2466,2466,2466,2551,2551,2551,2550,2550,2550,2553,2553,2553
misc,adder-dcop-04,2428,2428,2428,2422,2422,2422,2431,2431,2431,2615,2615,2615,2632,2632,2632,2621,2621,2621,2455,2455,2455,2457,2457,2457,2452,2452,2452,2742,2742,2742,2742,2742,2742,2742,2742,2742
misc,adder-dcop-05,2471,2471,2471,2483,2483,2483,2467,2467,2467,2598,2598,2598,2612,2612,2612,2599,2599,2599,2458,2458,2458,2478,2478,2478,2459,2459,2459,2653,2653,2653,2653,2653,2653,2652,2652,2652
misc,adder-dcop-06,2462,2462,2462,2465,2465,2465,2466,2466,2466,2631,2631,2631,2648,2648,2648,2624,2624,2624,2492,2492,2492,2504,2504,2504,2493,2493,2493,2738,2738,2738,2738,2738,2738,2739,2739,2739
misc,adder-dcop-07,2487,2487,2487,2486,2486,2486,2491,2491,2491,2669,2669,2669,2664,2664,2664,2676,2676,2676,2480,2480,2480,2488,2488,2488,2484,2484,2484,2787,2787,2787,2788,2788,2788,2787,2787,2787
misc,adder-dcop-08,2492,2492,2492,2487,2487,2487,2488,2488,2488,2563,2563,2563,2593,2593,2593,2581,2581,2581,2478,2478,2478,2484,2484,2484,2484,2484,2484,2672,2672,2672,2671,2671,2671,2672,2672,2672
misc,adder-dcop-09,2477,2477,2477,2488,2488,2488,2485,2485,2485,2650,2650,2650,2668,2668,2668,2670,2670,2670,2474,2474,2474,2483,2483,2483,2479,2479,2479,2628,2628,2628,2631,2631,2631,2631,2631,2631
misc,adder-dcop-10,2467,2467,2467,2465,2465,2465,2483,2483,2483,2679,2679,2679,2651,2651,2651,2666,2666,2666,2471,2471,2471,2479,2479,2479,2472,2472,2472,2763,2763,2763,2761,2761,2761,2762,2762,2762
misc,adder-dcop-11,2515,2515,2515,2534,2534,2534,2514,2514,2514,2632,2632,2632,2587,2587,2587,2628,2628,2628,2506,2506,2506,2512,2512,2512,2503,2503,2503,2722,2722,2722,2722,2722,2722,2722,2722,2722
misc,adder-dcop-12,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2647,2647,2647,2660,2660,2660,2647,2647,2647
misc,adder-dcop-13,2458,2458,2458,2459,2459,2459,2454,2454,2454,2658,2658,2658,2685,2685,2685,2673,2673,2673,2498,2498,2498,2509,2509,2509,2498,2498,2498,2743,2743,2743,2743,2743,2743,2732,2732,2732
misc,adder-dcop-14,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2658,2658,2658,2664,2664,2664,2654,2654,2654
misc,adder-dcop-15,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2649,2649,2649,2646,2646,2646,2644,2644,2644
misc,adder-dcop-16,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2625,2625,2625,2624,2624,2624,2623,2623,2623
misc,adder-dcop-17,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2585,2585,2585,2585,2585,2585,2584,2584,2584
misc,adder-dcop-18,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2591,2591,2591,2592,2592,2592,2592,2592,2592
misc,adder-dcop-19,2493,2493,2493,2489,2489,2489,2489,2489,2489,2678,2678,2678,2695,2695,2695,2665,2665,2665,2501,2501,2501,2505,2505,2505,2496,2496,2496,2694,2694,2694,2695,2695,2695,2693,2693,2693
misc,adder-dcop-20,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2658,2658,2658,2658,2658,2658,2658,2658,2658
misc,adder-dcop-21,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2824,2824,2824,2825,2825,2825,2825,2825,2825
misc,adder-dcop-22,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2709,2709,2709,2708,2708,2708,2709,2709,2709
misc,adder-dcop-23,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2837,2837,2837,2837,2837,2837,2837,2837,2837
misc,adder-dcop-24,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2539,2539,2539,2539,2539,2539,2539,2539,2539
misc,adder-dcop-25,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2689,2689,2689,2692,2692,2692,2689,2689,2689
misc,adder-dcop-26,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2523,2523,2523,2523,2523,2523,2525,2525,2525
misc,adder-dcop-27,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2733,2733,2733,2733,2733,2733,2733,2733,2733
misc,adder-dcop-28,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2641,2641,2641,2643,2643,2643,2641,2641,2641
misc,adder-dcop-29,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2687,2687,2687,2685,2685,2685,2690,2690,2690
misc,adder-dcop-30,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2741,2741,2741,2746,2746,2746,2747,2747,2747
misc,adder-dcop-31,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2629,2629,2629,2629,2629,2629,2632,2632,2632
misc,adder-dcop-32,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2605,2605,2605,2607,2607,2607,2605,2605,2605
misc,adder-dcop-33,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2650,2650,2650,2650,2650,2650,2650,2650,2650
misc,adder-dcop-34,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2644,2644,2644,2644,2644,2644,2644,2644,2644
misc,adder-dcop-35,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2640,2640,2640,2640,2640,2640,2640,2640,2640
misc,adder-dcop-36,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2667,2667,2667,2667,2667,2667,2667,2667,2667
misc,adder-dcop-37,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2706,2706,2706,2708,2708,2708,2708,2708,2708
misc,adder-dcop-38,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2723,2723,2723,2722,2722,2722,2724,2724,2724
misc,adder-dcop-39,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2676,2676,2676,2680,2680,2680,2683,2683,2683
misc,adder-dcop-40,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2635,2635,2635,2635,2635,2635,2635,2635,2635
misc,adder-dcop-41,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2668,2668,2668,2665,2665,2665,2663,2663,2663
misc,adder-dcop-42,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2597,2597,2597,2597,2597,2597,2597,2597,2597
misc,adder-dcop-43,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2681,2681,2681,2687,2687,2687,2681,2681,2681
misc,adder-dcop-44,2544,2544,2544,2549,2549,2549,2544,2544,2544,2609,2609,2609,2616,2616,2616,2598,2598,2598,2492,2492,2492,2499,2499,2499,2492,2492,2492,2572,2572,2572,2580,2580,2580,2589,2589,2589
misc,adder-dcop-45,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2638,2638,2638,2639,2639,2639,2640,2640,2640
misc,adder-dcop-46,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2666,2666,2666,2665,2665,2665,2666,2666,2666
misc,adder-dcop-47,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2732,2732,2732,2732,2732,2732,2734,2734,2734
misc,adder-dcop-48,2509,2509,2509,2499,2499,2499,2505,2505,2505,2653,2653,2653,2639,2639,2639,2643,2643,2643,2496,2496,2496,2509,2509,2509,2508,2508,2508,2560,2560,2560,2561,2561,2561,2555,2555,2555
